Date;Volume;;;;
17/09/2019;2353200;;;;
18/09/2019;2215300;;;;
19/09/2019;1772000;;;;
20/09/2019;2348800;;;;
23/09/2019;1639400;;;;
24/09/2019;1706500;;;;
25/09/2019;1006700;;;;
26/09/2019;940000;;;;
27/09/2019;1362700;;;;
30/09/2019;1619800;;;;
01/10/2019;1818000;;;;
02/10/2019;1850800;;;;
03/10/2019;1957200;;;;
04/10/2019;988600;;;;
07/10/2019;862300;;;;
08/10/2019;1896900;;;;
09/10/2019;1469700;;;;
10/10/2019;1277000;;;;
11/10/2019;1553100;;;;
14/10/2019;1384500;;;;
15/10/2019;2186500;;;;
16/10/2019;2255900;;;;
17/10/2019;1996900;;;;
18/10/2019;2354400;;;;
21/10/2019;1489400;;;;
22/10/2019;3399100;;;;
23/10/2019;4423400;;;;
24/10/2019;1968800;;;;
25/10/2019;1537900;;;;
28/10/2019;1660600;;;;
29/10/2019;992000;;;;
30/10/2019;861400;;;;
31/10/2019;1513400;;;;
01/11/2019;1116800;;;;
04/11/2019;943800;;;;
05/11/2019;2163600;;;;
06/11/2019;1186300;;;;
07/11/2019;1052000;;;;
08/11/2019;907400;;;;
11/11/2019;1275300;;;;
12/11/2019;920500;;;;
13/11/2019;922100;;;;
14/11/2019;803500;;;;
15/11/2019;1198200;;;;
18/11/2019;2468000;;;;
19/11/2019;906600;;;;
20/11/2019;1254800;;;;
21/11/2019;1026800;;;;
22/11/2019;626900;;;;
25/11/2019;720600;;;;
26/11/2019;625500;;;;
27/11/2019;679600;;;;
29/11/2019;379700;;;;
02/12/2019;751200;;;;
03/12/2019;1245000;;;;
04/12/2019;1387100;;;;
05/12/2019;1583700;;;;
06/12/2019;1568800;;;;
09/12/2019;1891100;;;;
10/12/2019;3086000;;;;
11/12/2019;1373700;;;;
12/12/2019;1618300;;;;
13/12/2019;1837200;;;;
16/12/2019;1164000;;;;
17/12/2019;858100;;;;
18/12/2019;2088200;;;;
19/12/2019;1019300;;;;
20/12/2019;3630200;;;;
23/12/2019;899500;;;;
24/12/2019;630100;;;;
26/12/2019;931600;;;;
27/12/2019;1029300;;;;
30/12/2019;861600;;;;
31/12/2019;984100;;;;
02/01/2020;1530600;;;;
03/01/2020;1146600;;;;
06/01/2020;1560700;;;;
07/01/2020;1439700;;;;
08/01/2020;1101400;;;;
09/01/2020;1312900;;;;
10/01/2020;1179100;;;;
13/01/2020;1524100;;;;
14/01/2020;1773000;;;;
15/01/2020;1268600;;;;
16/01/2020;1401600;;;;
17/01/2020;2134000;;;;
21/01/2020;2574400;;;;
22/01/2020;1152000;;;;
23/01/2020;2397900;;;;
24/01/2020;2006300;;;;
27/01/2020;1915300;;;;
28/01/2020;2037800;;;;
29/01/2020;2026100;;;;
30/01/2020;1111800;;;;
31/01/2020;1966000;;;;
03/02/2020;1578900;;;;
04/02/2020;1805000;;;;
05/02/2020;1496000;;;;
06/02/2020;3087300;;;;
07/02/2020;8826600;;;;
10/02/2020;3638200;;;;
11/02/2020;2175300;;;;
12/02/2020;2426300;;;;
13/02/2020;2125900;;;;
14/02/2020;1677500;;;;
18/02/2020;1298100;;;;
19/02/2020;1855900;;;;
20/02/2020;1479400;;;;
21/02/2020;1980800;;;;
24/02/2020;3243500;;;;
25/02/2020;2209600;;;;
26/02/2020;1762500;;;;
27/02/2020;2900700;;;;
28/02/2020;3001500;;;;
02/03/2020;2877700;;;;
03/03/2020;2818000;;;;
04/03/2020;2535200;;;;
05/03/2020;2352900;;;;
06/03/2020;1839600;;;;
09/03/2020;2687100;;;;
10/03/2020;2837900;;;;
11/03/2020;3224700;;;;
12/03/2020;3254800;;;;
13/03/2020;2636100;;;;
16/03/2020;2656200;;;;
17/03/2020;4260400;;;;
18/03/2020;2746700;;;;
19/03/2020;2750100;;;;
20/03/2020;4704500;;;;
23/03/2020;2660000;;;;
24/03/2020;1855200;;;;
25/03/2020;3466200;;;;
26/03/2020;2374800;;;;
27/03/2020;1953400;;;;
30/03/2020;1396400;;;;
31/03/2020;1762900;;;;
01/04/2020;2012400;;;;
02/04/2020;4076700;;;;
03/04/2020;2326900;;;;
06/04/2020;2904500;;;;
07/04/2020;2604200;;;;
08/04/2020;2312500;;;;
09/04/2020;2038000;;;;
13/04/2020;1747700;;;;
14/04/2020;1786600;;;;
15/04/2020;1849700;;;;
16/04/2020;2098200;;;;
17/04/2020;2738500;;;;
20/04/2020;1806800;;;;
21/04/2020;1886600;;;;
22/04/2020;1718500;;;;
23/04/2020;1741600;;;;
24/04/2020;5362200;;;;
27/04/2020;2299200;;;;
28/04/2020;2794900;;;;
29/04/2020;2663200;;;;
30/04/2020;2990700;;;;
01/05/2020;1472100;;;;
04/05/2020;1978600;;;;
05/05/2020;2160300;;;;
06/05/2020;1448500;;;;
07/05/2020;1255900;;;;
08/05/2020;2152900;;;;
11/05/2020;2986700;;;;
12/05/2020;2094300;;;;
13/05/2020;3561400;;;;
14/05/2020;2133300;;;;
15/05/2020;1382800;;;;
18/05/2020;1932700;;;;
19/05/2020;1330700;;;;
20/05/2020;1518200;;;;
21/05/2020;1947800;;;;
22/05/2020;1763500;;;;
26/05/2020;1835300;;;;
27/05/2020;2472200;;;;
28/05/2020;3163900;;;;
29/05/2020;1940600;;;;
01/06/2020;1609400;;;;
02/06/2020;1238700;;;;
03/06/2020;2386600;;;;
04/06/2020;1901200;;;;
05/06/2020;1784600;;;;
08/06/2020;1633700;;;;
09/06/2020;1273300;;;;
10/06/2020;1564400;;;;
11/06/2020;1640600;;;;
12/06/2020;1687800;;;;
15/06/2020;1826300;;;;
16/06/2020;1474500;;;;
17/06/2020;1357400;;;;
18/06/2020;1402800;;;;
19/06/2020;2196000;;;;
22/06/2020;1158700;;;;
23/06/2020;1476300;;;;
24/06/2020;1742800;;;;
25/06/2020;2218400;;;;
26/06/2020;2250400;;;;
29/06/2020;1690300;;;;
30/06/2020;2856100;;;;
01/07/2020;2498900;;;;
02/07/2020;1575000;;;;
06/07/2020;1495700;;;;
07/07/2020;1852300;;;;
08/07/2020;1902600;;;;
09/07/2020;1692300;;;;
10/07/2020;2101400;;;;
13/07/2020;1919700;;;;
14/07/2020;1752400;;;;
15/07/2020;1984100;;;;
16/07/2020;1254100;;;;
17/07/2020;1460900;;;;
20/07/2020;1713000;;;;
21/07/2020;2554100;;;;
22/07/2020;2602300;;;;
23/07/2020;3053300;;;;
24/07/2020;5561700;;;;
27/07/2020;2596500;;;;
28/07/2020;1408800;;;;
29/07/2020;1263500;;;;
30/07/2020;1086200;;;;
31/07/2020;1225700;;;;
03/08/2020;1730300;;;;
04/08/2020;1354300;;;;
05/08/2020;1272800;;;;
06/08/2020;1427700;;;;
07/08/2020;1547600;;;;
10/08/2020;1891300;;;;
11/08/2020;1346000;;;;
12/08/2020;1141400;;;;
13/08/2020;615900;;;;
14/08/2020;946600;;;;
17/08/2020;604100;;;;
18/08/2020;1022300;;;;
19/08/2020;933800;;;;
20/08/2020;1231400;;;;
21/08/2020;1019300;;;;
24/08/2020;1211200;;;;
25/08/2020;926900;;;;
26/08/2020;1915100;;;;
27/08/2020;1503100;;;;
28/08/2020;1067700;;;;
31/08/2020;997500;;;;
01/09/2020;1162400;;;;
02/09/2020;1104600;;;;
03/09/2020;878400;;;;
04/09/2020;1157000;;;;
08/09/2020;1116800;;;;
09/09/2020;938600;;;;
10/09/2020;1231400;;;;
11/09/2020;1522900;;;;
14/09/2020;1198600;;;;
15/09/2020;988500;;;;
16/09/2020;1889300;;;;
17/09/2020;1551600;;;;
18/09/2020;2253200;;;;
21/09/2020;1763800;;;;
22/09/2020;1815200;;;;
23/09/2020;2252300;;;;
24/09/2020;4336600;;;;
25/09/2020;1322500;;;;
28/09/2020;2057500;;;;
29/09/2020;2108500;;;;
30/09/2020;3050600;;;;
01/10/2020;2067500;;;;
02/10/2020;1433600;;;;
05/10/2020;1359900;;;;
06/10/2020;1194200;;;;
07/10/2020;1362700;;;;
08/10/2020;1427000;;;;
09/10/2020;1108700;;;;
12/10/2020;1283500;;;;
13/10/2020;1456900;;;;
14/10/2020;1252800;;;;
15/10/2020;1308300;;;;
16/10/2020;1035400;;;;
19/10/2020;1981700;;;;
20/10/2020;1557600;;;;
21/10/2020;1911500;;;;
22/10/2020;1751900;;;;
23/10/2020;1339700;;;;
26/10/2020;1580700;;;;
27/10/2020;2302300;;;;
28/10/2020;2352200;;;;
29/10/2020;2270400;;;;
30/10/2020;3912800;;;;
02/11/2020;2361000;;;;
03/11/2020;3693100;;;;
04/11/2020;1633000;;;;
05/11/2020;1072900;;;;
06/11/2020;1515000;;;;
09/11/2020;2965500;;;;
10/11/2020;2276400;;;;
11/11/2020;2584800;;;;
12/11/2020;1152800;;;;
13/11/2020;1121500;;;;
16/11/2020;1908300;;;;
17/11/2020;1265600;;;;
18/11/2020;1402900;;;;
19/11/2020;1102200;;;;
20/11/2020;1495500;;;;
23/11/2020;748700;;;;
24/11/2020;1280500;;;;
25/11/2020;860100;;;;
27/11/2020;561800;;;;
30/11/2020;780400;;;;
01/12/2020;809000;;;;
02/12/2020;1114000;;;;
03/12/2020;1374700;;;;
04/12/2020;1934500;;;;
07/12/2020;2130400;;;;
08/12/2020;1177900;;;;
09/12/2020;1027600;;;;
10/12/2020;1033200;;;;
11/12/2020;1397100;;;;
14/12/2020;748700;;;;
15/12/2020;1260600;;;;
16/12/2020;1431700;;;;
17/12/2020;811100;;;;
18/12/2020;3049600;;;;
21/12/2020;747600;;;;
22/12/2020;571100;;;;
23/12/2020;502700;;;;
24/12/2020;210100;;;;
28/12/2020;470600;;;;
29/12/2020;778600;;;;
30/12/2020;577400;;;;
31/12/2020;710600;;;;
04/01/2021;1334600;;;;
05/01/2021;972900;;;;
06/01/2021;1928300;;;;
07/01/2021;2804000;;;;
08/01/2021;1261300;;;;
11/01/2021;1139100;;;;
12/01/2021;1425200;;;;
13/01/2021;968900;;;;
14/01/2021;760200;;;;
15/01/2021;973900;;;;
19/01/2021;2866300;;;;
20/01/2021;1114600;;;;
21/01/2021;977000;;;;
22/01/2021;1116800;;;;
25/01/2021;1674900;;;;
26/01/2021;987500;;;;
27/01/2021;1257800;;;;
28/01/2021;1001600;;;;
29/01/2021;1042600;;;;
01/02/2021;1783900;;;;
02/02/2021;1518600;;;;
03/02/2021;1688000;;;;
04/02/2021;2767800;;;;
05/02/2021;3840700;;;;
08/02/2021;1742000;;;;
09/02/2021;1620600;;;;
10/02/2021;1284300;;;;
11/02/2021;1823800;;;;
12/02/2021;1991300;;;;
16/02/2021;1770600;;;;
17/02/2021;882300;;;;
18/02/2021;919600;;;;
19/02/2021;1229400;;;;
22/02/2021;1038300;;;;
23/02/2021;982800;;;;
24/02/2021;868900;;;;
25/02/2021;991300;;;;
26/02/2021;977400;;;;
01/03/2021;1473700;;;;
02/03/2021;1788400;;;;
03/03/2021;812400;;;;
04/03/2021;1334700;;;;
05/03/2021;1185200;;;;
08/03/2021;1223100;;;;
09/03/2021;1169900;;;;
10/03/2021;933900;;;;
11/03/2021;1359000;;;;
12/03/2021;1796600;;;;
15/03/2021;2638200;;;;
16/03/2021;1327900;;;;
17/03/2021;1712300;;;;
18/03/2021;1465300;;;;
19/03/2021;1611100;;;;
22/03/2021;919100;;;;
23/03/2021;2331400;;;;
24/03/2021;2062300;;;;
25/03/2021;2929700;;;;
26/03/2021;1511100;;;;
29/03/2021;2158700;;;;
30/03/2021;1784600;;;;
31/03/2021;2599900;;;;
01/04/2021;2124900;;;;
05/04/2021;1185500;;;;
06/04/2021;1520600;;;;
07/04/2021;2001400;;;;
08/04/2021;1223600;;;;
09/04/2021;1357900;;;;
12/04/2021;1087300;;;;
13/04/2021;864900;;;;
14/04/2021;1349000;;;;
15/04/2021;1397800;;;;
16/04/2021;1552400;;;;
19/04/2021;2624200;;;;
20/04/2021;1683400;;;;
21/04/2021;2318500;;;;
22/04/2021;2727600;;;;
23/04/2021;11691000;;;;
26/04/2021;5619500;;;;
27/04/2021;2114600;;;;
28/04/2021;1535500;;;;
29/04/2021;883100;;;;
30/04/2021;1258100;;;;
03/05/2021;1630300;;;;
04/05/2021;1188500;;;;
05/05/2021;1076200;;;;
06/05/2021;1287300;;;;
07/05/2021;1806600;;;;
10/05/2021;1589200;;;;
11/05/2021;1553100;;;;
12/05/2021;1492600;;;;
13/05/2021;783900;;;;
14/05/2021;1259800;;;;
17/05/2021;1030900;;;;
18/05/2021;1062800;;;;
19/05/2021;1181300;;;;
20/05/2021;1216200;;;;
21/05/2021;1509300;;;;
24/05/2021;1119100;;;;
25/05/2021;738300;;;;
26/05/2021;1496200;;;;
27/05/2021;914900;;;;
28/05/2021;638300;;;;
01/06/2021;709300;;;;
02/06/2021;999800;;;;
03/06/2021;788700;;;;
04/06/2021;961700;;;;
07/06/2021;1835800;;;;
08/06/2021;1548800;;;;
09/06/2021;1182600;;;;
10/06/2021;873600;;;;
11/06/2021;1558100;;;;
14/06/2021;1167800;;;;
15/06/2021;823600;;;;
16/06/2021;1084600;;;;
17/06/2021;1378600;;;;
18/06/2021;1619900;;;;
21/06/2021;756100;;;;
22/06/2021;916700;;;;
23/06/2021;745300;;;;
24/06/2021;752500;;;;
25/06/2021;1982900;;;;
28/06/2021;1137100;;;;
29/06/2021;681900;;;;
30/06/2021;1796300;;;;
01/07/2021;1349500;;;;
02/07/2021;706000;;;;
06/07/2021;1058300;;;;
07/07/2021;1219000;;;;
08/07/2021;782700;;;;
09/07/2021;883200;;;;
12/07/2021;601700;;;;
13/07/2021;1436400;;;;
14/07/2021;1181600;;;;
15/07/2021;969900;;;;
16/07/2021;1380400;;;;
19/07/2021;1585600;;;;
20/07/2021;2139100;;;;
21/07/2021;1974600;;;;
22/07/2021;3270600;;;;
23/07/2021;4958100;;;;
26/07/2021;1509100;;;;
27/07/2021;1733000;;;;
28/07/2021;1523600;;;;
29/07/2021;953400;;;;
30/07/2021;1333500;;;;
02/08/2021;996700;;;;
03/08/2021;1442800;;;;
04/08/2021;1447600;;;;
05/08/2021;674500;;;;
06/08/2021;821700;;;;
09/08/2021;922400;;;;
10/08/2021;749500;;;;
11/08/2021;552200;;;;
12/08/2021;908900;;;;
13/08/2021;911900;;;;
16/08/2021;761100;;;;
17/08/2021;1411500;;;;
18/08/2021;851800;;;;
19/08/2021;845200;;;;
20/08/2021;912900;;;;
23/08/2021;888900;;;;
24/08/2021;588100;;;;
25/08/2021;604300;;;;
26/08/2021;798800;;;;
27/08/2021;693900;;;;
30/08/2021;724500;;;;
31/08/2021;945600;;;;
01/09/2021;988900;;;;
02/09/2021;1324200;;;;
03/09/2021;735700;;;;
07/09/2021;1190100;;;;
08/09/2021;1452800;;;;
09/09/2021;1058500;;;;
10/09/2021;832100;;;;
13/09/2021;1913500;;;;
14/09/2021;986500;;;;
15/09/2021;1542500;;;;
16/09/2021;1182800;;;;
17/09/2021;2042000;;;;
20/09/2021;1553700;;;;
21/09/2021;1249400;;;;
22/09/2021;1677700;;;;
23/09/2021;1407900;;;;
24/09/2021;2473500;;;;
27/09/2021;1975500;;;;
28/09/2021;1676600;;;;
29/09/2021;991900;;;;
30/09/2021;2892600;;;;
01/10/2021;2262700;;;;
04/10/2021;1820100;;;;
05/10/2021;1495400;;;;
06/10/2021;1210200;;;;
07/10/2021;1043600;;;;
08/10/2021;1258900;;;;
11/10/2021;706200;;;;
12/10/2021;1091400;;;;
13/10/2021;1163200;;;;
14/10/2021;2999200;;;;
15/10/2021;1597100;;;;
18/10/2021;1203100;;;;
19/10/2021;1053200;;;;
20/10/2021;1641800;;;;
21/10/2021;1743100;;;;
22/10/2021;1447600;;;;
25/10/2021;1713700;;;;
26/10/2021;1643500;;;;
27/10/2021;1554700;;;;
28/10/2021;2587900;;;;
29/10/2021;5669000;;;;
01/11/2021;2432900;;;;
02/11/2021;2105600;;;;
03/11/2021;2045000;;;;
04/11/2021;1248900;;;;
05/11/2021;944100;;;;
08/11/2021;1189500;;;;
09/11/2021;1095700;;;;
10/11/2021;1046900;;;;
11/11/2021;438900;;;;
12/11/2021;670800;;;;
15/11/2021;850200;;;;
16/11/2021;1039500;;;;
17/11/2021;833900;;;;
18/11/2021;1282400;;;;
19/11/2021;1092700;;;;
22/11/2021;1264700;;;;
23/11/2021;1903600;;;;
24/11/2021;1138400;;;;
26/11/2021;830400;;;;
29/11/2021;1308700;;;;
30/11/2021;1662000;;;;
01/12/2021;1602000;;;;
02/12/2021;1419900;;;;
03/12/2021;1291000;;;;
06/12/2021;1164300;;;;
07/12/2021;1225600;;;;
08/12/2021;878200;;;;
09/12/2021;608700;;;;
10/12/2021;930000;;;;
13/12/2021;1170300;;;;
14/12/2021;973800;;;;
15/12/2021;1089600;;;;
16/12/2021;826000;;;;
17/12/2021;2048400;;;;
20/12/2021;1185400;;;;
21/12/2021;1715800;;;;
22/12/2021;891500;;;;
23/12/2021;1603600;;;;
27/12/2021;899300;;;;
28/12/2021;1275800;;;;
29/12/2021;727600;;;;
30/12/2021;567600;;;;
31/12/2021;704400;;;;
03/01/2022;1513200;;;;
04/01/2022;1410400;;;;
05/01/2022;2479100;;;;
06/01/2022;1418500;;;;
07/01/2022;1512900;;;;
10/01/2022;1690700;;;;
11/01/2022;852400;;;;
12/01/2022;867400;;;;
13/01/2022;1249200;;;;
14/01/2022;1166400;;;;
18/01/2022;1244600;;;;
19/01/2022;769800;;;;
20/01/2022;927800;;;;
21/01/2022;1172400;;;;
24/01/2022;2259000;;;;
25/01/2022;1568400;;;;
26/01/2022;1320800;;;;
27/01/2022;997200;;;;
28/01/2022;1611800;;;;
31/01/2022;1136100;;;;
01/02/2022;1426300;;;;
02/02/2022;1971700;;;;
03/02/2022;1740200;;;;
04/02/2022;3710400;;;;
07/02/2022;1776000;;;;
08/02/2022;2043200;;;;
09/02/2022;1662100;;;;
10/02/2022;2121200;;;;
11/02/2022;1604800;;;;
14/02/2022;1270000;;;;
15/02/2022;1470800;;;;
16/02/2022;1027100;;;;
17/02/2022;1144400;;;;
18/02/2022;1205900;;;;
22/02/2022;1172100;;;;
23/02/2022;1218800;;;;
24/02/2022;1361600;;;;
25/02/2022;1256300;;;;
28/02/2022;1976600;;;;
01/03/2022;3108200;;;;
02/03/2022;2786900;;;;
03/03/2022;2064600;;;;
04/03/2022;3354600;;;;
07/03/2022;4346000;;;;
08/03/2022;3288700;;;;
09/03/2022;2034100;;;;
10/03/2022;1059200;;;;
11/03/2022;1274200;;;;
14/03/2022;1683900;;;;
15/03/2022;1302200;;;;
16/03/2022;1356400;;;;
17/03/2022;955600;;;;
18/03/2022;1614800;;;;
21/03/2022;1490500;;;;
22/03/2022;2364600;;;;
23/03/2022;1137300;;;;
24/03/2022;1058000;;;;
25/03/2022;1017600;;;;
28/03/2022;932600;;;;
29/03/2022;1479800;;;;
30/03/2022;1243800;;;;
31/03/2022;1403800;;;;
01/04/2022;1091800;;;;
04/04/2022;1203900;;;;
05/04/2022;1574700;;;;
06/04/2022;1302200;;;;
07/04/2022;1099900;;;;
08/04/2022;1411500;;;;
11/04/2022;1031900;;;;
12/04/2022;881400;;;;
13/04/2022;911600;;;;
14/04/2022;1291900;;;;
18/04/2022;1337300;;;;
19/04/2022;1523300;;;;
20/04/2022;1324400;;;;
21/04/2022;1250900;;;;
22/04/2022;1397200;;;;
25/04/2022;1998100;;;;
26/04/2022;2397400;;;;
27/04/2022;2729100;;;;
28/04/2022;1522400;;;;
29/04/2022;1477400;;;;
02/05/2022;1295000;;;;
03/05/2022;966700;;;;
04/05/2022;951700;;;;
05/05/2022;931900;;;;
06/05/2022;1177900;;;;
09/05/2022;1027600;;;;
10/05/2022;1153200;;;;
11/05/2022;1239200;;;;
12/05/2022;1613400;;;;
13/05/2022;1357100;;;;
16/05/2022;1066700;;;;
17/05/2022;1075700;;;;
18/05/2022;1236900;;;;
19/05/2022;1456800;;;;
20/05/2022;1370600;;;;
23/05/2022;1181100;;;;
24/05/2022;1179400;;;;
25/05/2022;1290600;;;;
26/05/2022;1160600;;;;
27/05/2022;1113700;;;;
31/05/2022;1765900;;;;
01/06/2022;898800;;;;
02/06/2022;1175600;;;;
03/06/2022;751900;;;;
06/06/2022;1002600;;;;
07/06/2022;1419200;;;;
08/06/2022;1212100;;;;
09/06/2022;1094200;;;;
10/06/2022;954400;;;;
13/06/2022;2032400;;;;
14/06/2022;1223600;;;;
15/06/2022;1637000;;;;
16/06/2022;1256400;;;;
17/06/2022;1528800;;;;
21/06/2022;1010000;;;;
22/06/2022;929300;;;;
23/06/2022;1621200;;;;
24/06/2022;1161300;;;;
27/06/2022;1106500;;;;
28/06/2022;1284700;;;;
29/06/2022;767300;;;;
30/06/2022;1765900;;;;
01/07/2022;1416200;;;;
05/07/2022;1282100;;;;
06/07/2022;1432300;;;;
07/07/2022;1171300;;;;
08/07/2022;709200;;;;
11/07/2022;650000;;;;
12/07/2022;786500;;;;
13/07/2022;775700;;;;
14/07/2022;552000;;;;
15/07/2022;1356900;;;;
18/07/2022;1486200;;;;
19/07/2022;3839800;;;;
20/07/2022;1721500;;;;
21/07/2022;1151600;;;;
22/07/2022;1390100;;;;
25/07/2022;1988500;;;;
26/07/2022;4652700;;;;
27/07/2022;3824600;;;;
28/07/2022;2130300;;;;
29/07/2022;1921900;;;;
01/08/2022;1394800;;;;
02/08/2022;1068600;;;;
03/08/2022;1052900;;;;
04/08/2022;1060400;;;;
05/08/2022;808100;;;;
08/08/2022;938200;;;;
09/08/2022;1250500;;;;
10/08/2022;1454300;;;;
11/08/2022;1567200;;;;
12/08/2022;1098900;;;;
15/08/2022;1629000;;;;
16/08/2022;1299100;;;;
17/08/2022;897000;;;;
18/08/2022;930500;;;;
19/08/2022;845300;;;;
22/08/2022;992200;;;;
23/08/2022;1085800;;;;
24/08/2022;939600;;;;
25/08/2022;1291100;;;;
26/08/2022;835900;;;;
29/08/2022;858400;;;;
30/08/2022;735400;;;;
31/08/2022;1313800;;;;
01/09/2022;1117300;;;;
02/09/2022;1151400;;;;
06/09/2022;2022700;;;;
07/09/2022;1618100;;;;
08/09/2022;1535500;;;;
09/09/2022;1387000;;;;
12/09/2022;1327100;;;;
13/09/2022;1585000;;;;
14/09/2022;1383900;;;;
15/09/2022;1136800;;;;
16/09/2022;2226300;;;;
19/09/2022;1346800;;;;
20/09/2022;994200;;;;
21/09/2022;844100;;;;
22/09/2022;876100;;;;
23/09/2022;1708300;;;;
26/09/2022;1741200;;;;
27/09/2022;1288000;;;;
28/09/2022;1837300;;;;
29/09/2022;1049800;;;;
30/09/2022;3717700;;;;
03/10/2022;1950000;;;;
04/10/2022;2049000;;;;
05/10/2022;1499200;;;;
06/10/2022;790300;;;;
07/10/2022;983900;;;;
10/10/2022;1445000;;;;
11/10/2022;1302100;;;;
12/10/2022;1495400;;;;
13/10/2022;1648700;;;;
14/10/2022;1369200;;;;
17/10/2022;2062300;;;;
18/10/2022;1916100;;;;
19/10/2022;1289500;;;;
20/10/2022;3371900;;;;
21/10/2022;2200400;;;;
24/10/2022;2481000;;;;
25/10/2022;3715000;;;;
26/10/2022;7211000;;;;
27/10/2022;2785900;;;;
28/10/2022;2048300;;;;
31/10/2022;2702600;;;;
01/11/2022;2468400;;;;
02/11/2022;3509800;;;;
03/11/2022;1402700;;;;
04/11/2022;2314700;;;;
07/11/2022;1302700;;;;
08/11/2022;1052400;;;;
09/11/2022;1300600;;;;
10/11/2022;1399200;;;;
11/11/2022;2414400;;;;
14/11/2022;1550300;;;;
15/11/2022;1913800;;;;
16/11/2022;1061000;;;;
17/11/2022;1419300;;;;
18/11/2022;1274500;;;;
21/11/2022;1112000;;;;
22/11/2022;1383900;;;;
23/11/2022;690400;;;;
25/11/2022;467700;;;;
28/11/2022;1380800;;;;
29/11/2022;1357300;;;;
30/11/2022;3042600;;;;
01/12/2022;2074300;;;;
02/12/2022;1017600;;;;
05/12/2022;835800;;;;
06/12/2022;1770400;;;;
07/12/2022;770600;;;;
08/12/2022;1187000;;;;
09/12/2022;1188400;;;;
12/12/2022;929100;;;;
13/12/2022;1773300;;;;
14/12/2022;750200;;;;
15/12/2022;1027700;;;;
16/12/2022;2340600;;;;
19/12/2022;1012500;;;;
20/12/2022;1291800;;;;
21/12/2022;1935000;;;;
22/12/2022;1163500;;;;
23/12/2022;832500;;;;
27/12/2022;978400;;;;
28/12/2022;954800;;;;
29/12/2022;961000;;;;
30/12/2022;1024000;;;;
03/01/2023;1550600;;;;
04/01/2023;1858500;;;;
05/01/2023;1360700;;;;
06/01/2023;1612000;;;;
09/01/2023;2245800;;;;
10/01/2023;1698100;;;;
11/01/2023;1088100;;;;
12/01/2023;2299700;;;;
13/01/2023;2423800;;;;
17/01/2023;1902900;;;;
18/01/2023;2150500;;;;
19/01/2023;1702800;;;;
20/01/2023;1246000;;;;
23/01/2023;3174300;;;;
24/01/2023;1156500;;;;
25/01/2023;1599500;;;;
26/01/2023;912800;;;;
27/01/2023;1672300;;;;
30/01/2023;1786000;;;;
31/01/2023;2295900;;;;
01/02/2023;3165100;;;;
02/02/2023;2288000;;;;
03/02/2023;6590400;;;;
06/02/2023;2799200;;;;
07/02/2023;2041000;;;;
08/02/2023;2534200;;;;
09/02/2023;1609100;;;;
10/02/2023;2228200;;;;
13/02/2023;1694600;;;;
14/02/2023;1969000;;;;
15/02/2023;1306600;;;;
16/02/2023;1377900;;;;
17/02/2023;1136300;;;;
21/02/2023;1387000;;;;
22/02/2023;1160100;;;;
23/02/2023;1180300;;;;
24/02/2023;1200500;;;;
27/02/2023;1020500;;;;
28/02/2023;1381000;;;;
01/03/2023;1184300;;;;
02/03/2023;1189200;;;;
03/03/2023;1507900;;;;
06/03/2023;1549300;;;;
07/03/2023;1228400;;;;
08/03/2023;1530300;;;;
09/03/2023;1635100;;;;
10/03/2023;1939500;;;;
13/03/2023;1701300;;;;
14/03/2023;1562500;;;;
15/03/2023;1834600;;;;
16/03/2023;1908000;;;;
17/03/2023;1847900;;;;
20/03/2023;1243600;;;;
21/03/2023;1233900;;;;
22/03/2023;1144500;;;;
23/03/2023;1368500;;;;
24/03/2023;1455400;;;;
27/03/2023;1236800;;;;
28/03/2023;1788400;;;;
29/03/2023;1553600;;;;
30/03/2023;965500;;;;
31/03/2023;1604800;;;;
03/04/2023;1113000;;;;
04/04/2023;1908800;;;;
05/04/2023;1265000;;;;
06/04/2023;1479200;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
